fax	faks, fax
arakan	arakan
araki	araki
aramaic	aram
aran	aran
arana	arana
aranda	aranda
arap	arap
arara	arara
ararat	ararat
aras	aras
arau	arau
araucaria	araucaria
arauco	arauco
araya	araya
arb	arb
arba	arba
arbcom	arbcom
arbitrage	arbitrase
arbitrary	sewenang
arbitration	arbitrase
arbor	arbor
arc	arc, busur
arca	arca
arcade	arcade
arcades	arcade
arcadia	arcadia
arcady	arcady
arcana	arcana
arcand	arcand
arch	lengkungan, arch
archaea	archaea
archaeological	arkeologi, purbakala
archaeologist	arkeolog
archaeologists	arkeolog
archaeology	arkeologi
archangel	archangel
archbishops	archbishops
archean	arkean
archeologist	arkeolog
archeologists	arkeolog
archeology	arkeologi, purbakala
archer	zha, archer, pemanah
archers	pemanah
archery	panahan, memanah, pemanah
arches	lengkungan
archi	archi
archibald	archibald
archie	archie
archies	archies
archimedes	archimedes
archipelago	kepulauan
architect	architect, arsitek
architects	arsitek
architecture	architecture, arsitektur
architectures	arsitektur
archive	arsipkan, mengarsipkan, arsip
archived	diarsipkan, arsip
archives	arsip
archiving	pengarsipan, mengarsipkan
arci	arci
arcs	arcs
arcseconds	arcseconds
arctic	arktik, arctic
arcus	arcus
ard	ard
ardahan	ardahan
arden	arden
ardennes	ardennes
ardian	ardian
ardila	ardila
ardo	ardo
are	adalah, are
area	daerah, wilayah, luas, kawasan, area
areas	area
areca	areca
arena	arena, gelanggang
arenas	arenas
arendt	arendt
ares	ares
arf	arf
arg	arg
argand	argand
argentan	argentan
argentina	argentina
argentine	argentina
argentinian	argentina
argentino	argentino
argentinos	argentinos
argon	argon
argonauts	argonauts
argosy	argosy
args	args, argumen, arg
argue	berdebat
argued	diperdebatkan, berpendapat
arguello	arguello
arguing	berdebat
argument	argumen
argumentative	argumentatif
arguments	argumen
argumentum	argumentum
argus	argus
argyle	argyle
argyll	argyll
ari	ari
aria	aria
arian	arian
arians	arians
arias	arias
arica	arica
arie	arie
ariel	ariel
aries	aries
arin	arin
arion	arion
arish	arish
arista	arista
aristide	aristide
aristides	aristides
aristocracy	aristokrasi
aristocrats	aristokrat
aristotelian	aristotelian
arita	arita
arithmetic	aritmetik, aritmatika
ariza	ariza
arizona	arizona
arjona	arjona
arjun	arjun
ark	ark, bahtera, tabut
arkansas	arkansas
arla	arla
arledge	arledge
arlen	arlen
arles	arles
arlington	arlington
arm	lengan, arm, lengannya
armada	armada
armadillo	armadillo
armagnac	armagnac
armalite	armalite
armed	dipersenjatai, bersenjata
armenia	armenia
armenian	armenia
armenians	armenia
arming	mempersenjatai
armor	armor, zirah
armory	persenjataan
armour	zirah, armour, armor
armouries	armouries
armpit	ketiak
armpits	ketiak
arms	gendongan, lengan, arms
armstrong	armstrong
armstrongs	armstrongs
army	tentara, army
arn	arn
arni	arni
arnold	arnold
arnoldi	arnoldi
aro	aro
aroma	aroma
aromas	aroma
aromatic	aromatik
aros	aros
around	seputar, sekitar
aroused	terangsang
arousing	membangkitkan
arp	arp
arpa	arpa
arpanet	arpanet
arps	arps
arquette	arquette
arr	arr
arran	arran
arrange	susun, mengatur, atur
arranged	diatur
arrangement	pengaturan
arrangements	pengaturan
array	array, larik
arrays	array
arrears	tunggakan
arrest	penangkapan, tangkap
arrested	ditahan, ditangkap
arrests	penangkapan
arrhenius	arrhenius
arrian	arrianos
arrival	kedatangan
arrivals	kedatangan
arrive	tiba
arrived	tiba
arrives	tiba
arrondissements	arondisemen
arrow	arrow, panah
arrowhead	arrowhead
arrowroot	garut
arrows	arrows, panah
arroyo	arroyo
arroyos	arroyos
ars	ars
arsa	arsa
arsenal	arsenal
arsenic	arsenik
arsenide	arsenide
arsenius	arsenius
arseniy	arseniy
arshak	arshak
arson	pembakaran
art	seni, art, kesenian
artefact	artifak
arterial	arteri
arteries	arteri
arteriovenous	malformasi
artery	arteri
artful	berseni
artha	artha
arthritis	arthritis
arthur	arthur
artichoke	artichoke
artichokes	artichoke
article	pasal, artikel
articles	artikel
articular	articular
articulated	diartikulasikan
articulation	artikulasi
articulations	articulations
artifact	artifak, artefak
artifacts	artifak, artefak
artificial	artifisial, buatan
artificially	artifisial
artillery	artileri
artin	artin
artisan	artisan
artisans	pengrajin
artist	artis, seniman
artistic	artistik
artistry	kesenian
artists	seniman, artis
arts	arts, seni, kesenian
artvin	artvin
arty	arty
aruba	aruba
arum	arum
arun	arun
arv	arv
arvn	arvn
arvo	arvo
arwu	arwu
ary	ary
arya	arya
aryans	arya
asa	asa
asada	asada
asako	asako
asamoah	asamoah
asante	asante
asap	bales, asap
asaph	asaph
asb	asb
asbestos	asbes
asbury	asbury
asc	asc
ascalon	ascalon
ascap	ascap
ascaris	ascaris
asce	asce
ascending	menjulang, menaik
ascension	kenaikan
ascent	pendakian
ascetics	pertapa
ascher	ascher
ascites	ascites
asclepius	asclepius
ascot	ascot
asean	asean
asec	asec
aseptic	aseptic
asexual	aseksual
asf	asf
asg	asg
asghar	asghar
ash	asy, ash, abu
ashamed	malu
ashanti	ashanti
ashby	ashby, aini
ashe	ashe
asherah	asyera
ashes	abu
ashkenazi	ashkenazi
ashlee	ashlee
ashleigh	ashleigh
ashmole	ashmole
ashot	ashot
ashraf	ashraf
ashton	ashton
ashtrays	asbak
ashwin	ashwin
ashy	ashy
asi	asi
asia	asia
asian	asian, asia
asics	asic
aside	samping, selain
asin	asin
asio	asio
asis	asis
ask	ask, tanya, minta, bertanya, tanyakan
asked	ditanyakan, ditanya, bertanya
asker	penanya
asking	menanyakan, bertanya
asks	tanya, bertanya
asl	bpa, asl
asle	asle
asleep	tidur, tertidur, mengantuk
asm	asm
asmar	asmar
asme	asme
aso	aso
asos	asos
asp	asp
asparagus	asparagus
aspartate	aspartat
aspect	aspek
aspects	aspek
aspen	aspen
asper	asper
asperger	asperger
asphalt	aspal
asphyxia	asfiksia
aspirant	aspirant
aspiration	aspirasi
aspirations	aspirasi
aspiring	bercita, aspiring
asr	asr
asroc	asroc
ass	ass, bokong, pantat
assailants	penyerang
assamese	assam
assassin	assasin, assassin, pembunuh
assassinated	dibunuh
assassination	pembunuhan
assassins	assassins, pembunuh
assault	serbu, serangan, penyerangan
assaulted	diserang
assay	asai
assembled	dirakit
assembler	perakit
assemblies	majelis
assembling	perakitan, merakit
assembly	assembly, perakitan, majelis
assert	menegaskan
assesment	assesment
assessment	penilaian
asset	aset
assets	aset
asshole	bajingan, brengsek
assigned	ditugaskan, ditetapkan
assigning	menugaskan, menetapkan
assignment	penetapan, penugasan
assignments	penetapan, penugasan
assigns	tugaskan
assimilated	berasimilasi
assimilation	asimilasi
assisi	assisi
assist	assist
assistance	bantuan
assistant	pembantu, asisten
assistants	asisten
assisted	dibantu
assists	assist
assize	assize
associate	mempersekutukan, kaitkan, mengaitkan, hubungkan
associated	dikaitkan, diasosiasikan, terkait
associates	asosiasi
associating	mempersekutukan
association	asosiasi, perhimpunan, association
associations	asosiasi
associative	assosiasi
assorted	nes
assume	berasumsi, asumsikan, mengasumsikan
assumed	diasumsikan
assumes	berasumsi, mengasumsikan
assuming	mengasumsikan
assumption	asumsi
assumptions	asumsi
assur	assur
assured	diyakinkan
assures	meyakinkan
assyrian	asiria
assyrians	assyrians
ast	ast
asta	asta
astaire	astaire
aster	aster
asteria	asteria
asteroid	asteroid
asteroids	asteroid
asthma	asma
aston	aston
astonished	heran
astonishing	mencengangkan
astorga	astorga
astounding	mencengangkan
astrakhan	astrakhan
astral	astral
astrea	astrea
astro	astro
astrodome	astrodome
astrologers	astrolog
astrological	astrologi
astrology	perbintangan, astrologi
astronaut	astronot
astronauts	astronot
astronomer	astronom
astronomers	astronom
astronomical	astronomi
astronomy	astronomi
astrophysical	astrophysical
astrophysicists	astrofisikawan
astroturf	astroturf
asturias	asturias
asu	asu
asuka	asuka
asura	asura
asw	asw
aswad	aswad
asx	asx
asylum	suaka, rsj
asymmetric	asimetris
asymmetrical	asimetris
asynchronous	asinkron
ata	ata
atar	atar
atari	atari
atas	atas
ataxia	ataxia
atco	atco
atd	atd
atem	atem
ateneo	ateneo
ater	ater
atg	atg
athabasca	athabasca
athabaskan	athabaskan
atheism	ateisme
atheist	atheis, ateis
atheists	ateis
atheneum	atheneum
athens	athens, athena
atherton	atherton
athlete	atlet, atlit
athletes	atlet, atlit
athletic	athletic, atletik, atletis
athletics	atletik
atholl	atholl
athos	athos
atiya	atiya
atk	atk
atkins	atkins
atkinson	atkinson
atl	atl
atla	atla
atlantic	atlantic, atlantik
atlas	atlas
atleast	setidaknya
atleti	atleti
atletico	atletico
atli	atli
atm	atm
atma	atma
atman	atman
atmos	atmos
atmosphere	atmosfer, suasana, atmosfir
atmospheres	atmosfer
atms	atm
atn	atn
atoll	atol
atom	atom
atomic	atomic
atomics	atomics
atoms	atom
aton	aton
atonement	penebusan, pendamaian, penebus
atos	atos
atp	atp
atr	atr
atra	atra
atria	atria
atrocities	kekejaman
atrophy	atrofi
ats	ats
att	att
atta	atta
attache	atase
attached	lampirkan, terlampir, dilampirkan
attaches	menempel
attaching	melampirkan
attachment	lampiran
attachments	lampiran
attack	menyerang, serangan, serang, penyerangan
attacked	menyerang, diserang
attacker	penyerangnya, penyerang
attackers	penyerang
attacking	menyerang
attacks	menyerang, serangan, penyerangan
attar	attar
attempted	dicoba
attempts	upaya
attend	menghadiri, hadiri, dampingi
attendance	kehadiran
attended	menghadiri, dihadiri, hadir
attendees	peserta
attending	menghadiri
attention	perhatian
attenuation	redaman
attested	dibuktikan
attia	attia
attic	loteng
atticus	atticus
attila	attila
attis	attis
attitude	sikapnya, attitude, sikap
attitudes	sikap
attorney	pengacara
attr	attr
attraction	attraction, atraksi, dkk
attractions	atraksi
attractive	atraktif, menarik
attractors	penarik
attribute	atribut
attributed	diatribusikan, dikaitkan
attributes	atribut
attribution	atribusi
attributions	atribusi
atty	atty
atw	atw
atwood	atwood
atypical	atipikal
aua	aua
aub	aub
aube	aube
aubrey	aubrey
aubry	aubry
aucas	aucas
auckland	auckland
auction	pelelangan, lelang
auctioned	dilelang
auctions	lelang
aud	aud
audible	terdengar, didengar
audience	pemirsa, penonton
audiences	pemirsa
audio	audio
audiobooks	audiobooks
audion	audion
audit	audit
audited	diaudit
auditioning	audisi
auditions	audisi
auditor	auditor
auditors	auditor
auditory	pendengaran
auer	auer
aug	agu, aug, agustus
auger	auger
augmentation	augmentasi
augmented	augmented
august	august, agustus
augustinians	agustinian
augustyn	augustyn
aui	aui
auk	auk
auld	auld
aum	aum
aun	aun
aunt	bibi, tante
auntie	bibi, tante
aunty	bibi, tante
aup	aup
aur	aur
aura	aura
aural	aural
aurantia	aurantia
auric	auric
aurich	aurich
aurora	aurora
auroras	aurora
aurum	aurum
aussie	aussie
auster	auster
austerities	pertapaan
austin	austin, ananda
austral	austral
australe	australe
australia	australia
australian	australian, australia
australopithecus	australopithecus
austrian	austria
autauga	autauga
autem	autem
auteurs	auteurs
auth	auth
authentic	autentik, otentik, authentic
authenticate	otentikasi, autentikasi, keabsahan
authenticity	keaslian, keasliannya
author	pengarang, penulis, pembuat
authoring	authoring
authorisation	otorisasi
authorise	otorisasi
authoritarian	otoriter
authoritarianism	otoritarianisme
authorities	otoritas, berwenang
authority	otoritas, kewenangan, authority
authorization	otorisasi
authorizations	otorisasi
authorized	resmi
authors	pengarang, penulis
autism	autisme, autis
autistic	autis
auto	auto, otomotif, otomatis
autobiographical	otobiografi
autobiographies	autobiographies
automata	automata
automated	otomatis
automatic	automatic, otomatis
automation	otomatisasi
automaton	automaton
automobile	mobil, otomotif
automobiles	mobil, otomotif
automotive	otomotif
autonomic	otonom
autonomous	otonom, otonomi
autopsies	otopsi
autopsy	otopsi, autopsi
autor	autor
autos	otomotif
autosport	autosport
autour	autour
autumn	autumn
autumns	autumns
auvergne	auvergne
aux	aux
auxiliary	auxiliary
ava	ava
avail	avail
availability	ketersediaan
available	tersedia
avalanche	avalanche, longsor
avar	avar
avatar	avatar
avatara	avatara
avatars	avatar
avb	avb
avc	avc
ave	ave
aveling	aveling
avenged	terbalaskan, avenged, terbalas
avengers	avengers
aventures	aventures
avenue	avenue
avers	avers
aversion	keengganan
averted	dihindari
aves	aves
avg	avg
avi	avi
avian	avian
aviation	aviation, penerbangan, aviasi
aviator	aviator
avicularia	avicularia
avignon	avignon
avila	avila
aviles	avilés
avis	avis
avl	avl
avm	avm
avn	avn
avo	avo
avocado	avocado
avod	avod
avoidance	penghindaran
avoided	dihindari
avoiding	menghindari
avoirdupois	avoirdupois
avon	avon
avondale	avondale
avr	avr
avre	avre
avril	avril
awad	awad
awaited	ditunggu, dinanti
awaits	menanti
awake	terbangun, awake, terjaga
awakened	dibangunkan, terbangun
awakening	kebangkitan
awakenings	awakenings
award	penghargaan, award
awarded	diberikan, dianugerahi
awards	penghargaan
awareness	kesadaran, awareness
away	jauh, away, menjauh
awb	awb
awd	awd
awe	kagum, awe
aweigh	aweigh
awful	mengerikan
awk	awk
awkward	janggal, canggung, kikuk
awl	awl
awm	awm
awning	tenda
awol	awol
awp	awp
aws	aws
awt	awt
aww	aww
axe	kapak, axe
axel	axel
axemen	axemen
axes	sumbu
axial	aksial
axiom	aksioma
axiomatic	aksiomatik
axioms	aksioma
axis	sumbu, axis
axl	axl
axle	axle
axles	axles
axon	akson
axp	axp
aya	aya
ayacucho	ayacucho
ayad	ayad
ayaka	ayaka
ayame	ayame
ayano	ayano
aye	aye
ayes	ayes
ayeyarwady	ayeyarwady
ayn	ayn
ayp	ayp
ayr	ayr
ayres	ayres
ayrshire	ayrshire
ayrton	ayrton
ays	ays
ayt	ayt
ayu	ayu
ayyub	ayyub
azalea	azalea
azaleas	azalea
azam	azam
azar	azar
azerbaijan	azerbaijan
azerbaijani	azerbaijan
azeri	azeri
azimuth	azimut
azin	azin
azo	azo
azolla	azolla
azores	azores
azov	azov
azt	azt
aztec	aztec
aztecs	aztec
azumi	azumi
azure	azure
azzam	azzam
baal	baal
bab	bab
baba	baba
babar	babar
babbitt	babbitt
babble	celoteh
babbler	pelanduk
babbling	mengoceh
babe	babe
babel	babel
babes	babes
babies	bayi, babies
baboo	baboo
baboon	babon
baboons	babon
babs	babs
babu	babu
baby	baby, sayang, bayi
babylon	babel, babilon
babylonian	babilonia
babylonians	babylonia
babys	babys
babysitter	pengasuh, babysitter
babysitters	babysitter
bac	bac
baccalaureate	babinsa
bacchae	bacchae
bach	bach
bachao	bachao
bachelor	bachelor, bujangan, sarjana
bachelors	bujangan
bachmann	bachmann
bacillus	bacillus
back	kembali, balik, mundur, back, belakang
backdoor	backdoor
backends	backend
backfire	bumerang
backgammon	backgammon
background	background, latar
backlinks	backlinks
backpack	backpack, ransel
backpacks	ransel
backs	punggung
backspace	backspace
backstage	backstage
backstop	bagak
backup	cadangan, backup
backups	backup
backus	backus
backward	kebelakang, mundur
baco	baco
bacon	bacon
bacteria	bakteri
bacterium	bakteri
bactrian	bactrian
bad	buruk, jahat, bad
badal	badal
badcock	badcock
bade	bade
badge	badge, lencana
badger	luak, badger
badgers	luak
badges	badge, lencana
badgley	badgley
badly	parah
badminton	tangkis, badminton, bulutangkis
badrinath	badrinath
badshah	badshah
bae	bae
baedeker	baedeker
baena	baena
baer	baer
baez	baez
baeza	baeza
baf	baf
baffin	baffin
baffle	baffle
baffled	bingung
baffles	baffle
bafta	bafta
bag	tas, bag, kantong
bagel	bagel
bagels	bagel
baggage	bagasi
bagging	mengantongi
baghdad	baghdad
baghdatis	baghdatis
bago	bago
bagong	bagong
bagpipe	bagpipe
bagpipes	bagpipe
bags	kantung, kantong, tas
bagshot	bagshot
bagua	bagua
baguio	baguio
bagumbayan	bagumbayan
bah	bah
baha	baha
bahama	bahama
bahamas	bahama
bahamian	bahama
bahar	bahar
bahay	bahay
bahia	bahia
bahl	bahl
bahr	bahr
bahram	bahram
baht	baht
bai	bai
baibars	baibars
baik	baik
baikal	baikal
bail	jaminan, bail, jaminannya
bailed	ditebus
bailey	bailey
baileys	baileys
baillargeon	baillargeon
baillie	baillie
baily	baily
bain	bain
bains	bains
baire	baire
bais	bais
bait	umpan, bait
baja	baja
baju	baju
bak	bak
baka	baka
baked	panggang, dipanggang
baker	baker
bakery	bakery
bakewell	bakewell
baki	baki
baking	memanggang, baking
bakongo	bakongo
baksh	baksh
bakshi	bakshi
bakula	bakula
bal	bal
bala	bala
balaam	bileam
balaban	balaban
balagtas	balagtas
balaklava	balaklava
balakrishnan	balakrishnan
balan	balan
balance	keseimbangan, saldo, balance
balanced	berimbang, seimbang
balances	saldo
balancing	menyeimbangkan
balasubramaniam	balasubramaniam
balboa	balboa
balconies	balkon
balcony	balkon
bald	botak
balder	balder
balding	botak
baldness	botak, kebotakan
baldwin	baudouin, baldwin
bale	bale
balearic	balearik
baler	baler
balestier	balestier
balete	balete
balfour	balfour
bali	bali
balian	balian
balinese	balinese, bali
baling	baling
balint	balint
balintawak	balintawak
balk	balk
balkan	balkan
balkar	balkar
balkaria	balkaria
ball	bola, ball
ballad	balada, ballad
ballade	ballade
ballads	balada
ballast	pemberat, ballast
ballerinas	balerina
ballet	balet
ballets	ballets
balliol	balliol
ballistic	balistik
ballmer	ballmer
balloon	balon
balloons	balon
ballou	ballou
ballparks	ballparks
ballroom	ballroom
balls	bola, balls
bally	bally
balm	balm, balsem
balmain	balmain
balmer	balmer
balmoral	balmoral
balochi	balochi
balta	balta
baltasar	baltasar
balthazar	balthazar
balti	balti
baltic	baltik
baltimore	baltimore
baluchestan	baluchestan
baluchistan	baluchistan
balzac	balzac
balzer	balzer
balzers	balzers
bam	bam
bama	bama
bamba	bamba
bambang	bambang
bambara	bambara
bambi	bambi
bamboo	bambu
bamiyan	bamiyan
bammer	bammer
ban	ban, larang, larangan, pelarangan
banach	banach
banan	banan
banana	banana, pisang
bananas	pisang
banate	banate
banc	banc
banco	banco
band	band
bandage	perban
bandaged	membalut
bandages	perban
bandanna	bandana
bandar	bandar
banded	banded
bandeirantes	bandeirantes
bandera	bandera
banderas	banderas
bandi	bandi
bandicoot	bandicoot
bandit	bandit
bandits	bandit
bands	band
bandy	bandy
bane	bane
banes	banes
banff	banff
bang	bang
bangalore	bangalore
bangar	bangar
bange	bange
banged	menggedor
banger	banger
bangi	bangi
banging	menggedor, membenturkan
bangka	bangka
bangla	bangla
bangladesh	bangladesh
bangladeshi	bangladesh
bangles	gelang
bango	bango
bangs	poni
bangura	bangura
bani	bani
banias	banias
banished	dibuang, diusir
baniyas	baniyas
banja	banja
banjar	banjar
banjo	banjo
bank	bank
banker	bankir, banker
bankers	bankir
banking	banking, perbankan
bankroll	membiayai
bankrupt	bangkrut
bankruptcies	kebangkrutan
bankruptcy	kebangkrutan
banks	banks, bank
bankside	bankside
bannan	bannan
banned	banned, dilarang
banner	panji, banner, spanduk
bannerman	bannerman
banners	spanduk
banning	melarang, pelarangan, banning
bannister	bannister
bannockburn	bannockburn
bano	bano
banos	banos
banquet	perjamuan, banquet
banshees	banshees
banta	banta
bantay	bantay
bantayan	bantayan
banton	banton
bantry	bantry
bantu	bantu
banyan	beringin
banza	banza
banzai	banzai
bao	bao
baoding	baoding
bap	bap
baphomet	baphomet
baptise	membaptis
baptism	baptis, baptisan, pembaptisan
baptismal	pembaptisan
baptist	pembaptis, baptis
baptistery	baptisterium
baptizing	membaptis
bar	batang, bilah, bar
bara	bara
barack	barack
barajas	barajas
barakat	barakat
barangay	barangay
barangays	barangays
